170	204	50	88	105	149	284	312	272
170	270	290	88	115	105	232	141	229
170	277	290	88	105	114	232	141	229
170	280	89	113	147	177	211	220	371
170	312	281	147	211	177	97	34	361
182	126	149	300	252	173	97	282	157
182	288	149	300	91	174	258	121	157
185	95	50	329	228	149	281	274	371
185	95	50	329	228	149	281	292	353
185	231	273	88	147	250	260	126	377
185	250	50	88	228	149	281	274	371
185	250	50	88	228	149	281	292	353
185	306	145	88	282	218	252	178	126
186	89	114	246	228	149	298	141	34
186	89	114	246	228	218	298	139	34
186	121	149	246	99	89	292	204	157
186	204	142	246	99	89	150	44	377
186	253	114	10	228	149	298	141	34
186	253	114	10	228	218	298	139	34
186	253	149	42	290	297	97	185	157
186	253	289	42	147	230	97	185	371
193	180	89	250	147	202	214	282	312
193	180	89	250	147	277	214	288	312
193	180	89	250	300	202	231	282	157
193	180	89	250	300	202	232	282	142
193	180	89	250	300	277	231	288	157
193	180	89	250	300	277	232	288	142
193	264	89	151	218	277	298	248	239
193	264	89	217	147	277	298	248	305
193	264	89	286	147	277	296	248	312
193	275	89	223	147	261	284	248	312
193	275	250	223	147	102	284	86	312
193	277	89	151	218	261	298	248	239
193	277	89	217	147	261	298	248	305
193	277	89	286	147	261	296	248	312
193	277	250	151	218	102	298	86	239
193	277	250	217	147	102	298	86	305
193	277	250	286	147	102	296	86	312
193	279	150	206	91	174	258	306	142
193	312	214	147	91	174	258	276	202
194	117	150	208	252	173	97	306	142
194	117	150	291	252	173	97	306	137
194	179	250	89	147	118	214	126	312
194	179	250	89	147	201	214	121	312
194	179	250	89	300	118	231	126	157
194	179	250	89	300	118	232	126	142
194	179	250	89	300	201	231	121	157
194	179	250	89	300	201	232	121	142
194	294	250	106	147	129	99	86	312
198	117	150	274	252	173	97	306	142
198	231	250	99	147	270	207	86	377
198	279	150	113	91	174	258	306	142
202	139	166	309	115	186	252	97	239
202	141	166	302	115	186	252	97	157
202	302	118	232	91	174	258	139	110
202	302	166	60	115	186	252	97	239
206	312	117	147	91	174	258	276	125
210	92	50	250	281	149	99	312	271
210	130	89	181	113	149	258	312	279
210	132	89	181	147	118	258	279	312
210	132	89	182	147	118	260	248	312
210	132	250	183	147	277	97	117	312
210	132	250	184	147	277	99	86	312
210	251	50	89	122	149	260	312	109
210	264	89	113	299	277	232	248	137
210	277	89	113	299	261	232	248	137
210	277	250	113	299	102	232	86	137
218	89	149	246	268	189	107	213	157
218	115	149	246	268	182	97	213	157
218	115	149	270	252	173	97	213	157
218	121	149	99	275	265	258	86	157
218	121	149	246	99	89	268	194	157
218	121	149	246	276	266	91	177	157
218	121	166	151	276	185	91	258	239
218	126	166	147	252	225	197	287	18
218	126	177	232	145	250	97	287	345
218	126	185	232	145	273	97	248	339
218	126	250	151	177	270	97	287	239
218	126	274	151	187	261	97	248	239
218	144	166	42	276	185	91	258	239
218	179	149	89	188	285	258	121	157
218	253	149	10	268	189	107	213	157
218	285	149	199	91	174	258	121	157
222	89	289	246	268	189	107	139	371
222	95	105	250	282	302	133	139	271
222	95	182	250	107	302	133	139	355
222	115	166	196	252	302	276	139	18
222	115	166	202	252	302	282	139	18
222	115	289	246	268	182	97	139	371
222	115	289	270	252	173	97	139	371
222	126	177	298	145	250	97	287	345
222	126	185	298	145	273	97	248	339
222	180	206	250	145	277	97	34	377
222	203	250	10	145	178	282	377	34
222	253	289	10	268	189	107	139	371
222	284	166	120	252	302	197	139	18
222	303	118	282	91	174	258	139	110
222	303	273	36	252	173	97	139	355
225	89	178	319	282	206	258	214	28
225	89	178	319	282	289	258	209	28
225	115	166	307	252	202	282	377	18
225	117	213	274	252	173	97	306	220
225	279	213	113	91	174	258	306	220
225	306	89	260	297	109	205	248	126
225	306	89	284	178	109	258	125	211
225	306	113	284	188	102	258	86	211
225	306	125	284	252	173	97	132	272
225	306	282	88	172	193	252	132	34
225	312	117	221	91	174	258	276	125
270	89	178	145	203	226	258	306	28
270	89	178	145	203	301	258	312	28
270	89	178	298	147	230	258	209	28
294	117	250	183	284	274	97	58	157
294	117	286	353	252	173	97	58	157
294	275	89	113	284	261	232	248	137
294	275	250	113	284	102	232	86	137
